id,sentiment
"12311_10",0.5699191725500378
"8348_2",0.5699191725500378
"5828_4",0.5699191725500378
"7186_2",0.8556639611303527
"12128_7",0.6468854034824876
"2913_8",0.5699191725500378
"4396_1",0.8150566772056905
"395_2",0.3874047648728904
"10616_1",0.0650151392059972
"9074_9",0.5699191725500378
"9252_3",0.511794254587783
"9896_9",0.8701204080379625
"574_4",0.43099536289877804
"11182_8",0.5699191725500378
"11656_4",0.1786433852394543
"2322_4",0.11753131665746007
"8703_1",0.5699191725500378
"7483_1",0.6285728597302044
"6007_10",0.5699191725500378
"12424_4",0.06257696772758198
"4672_1",0.002115698913409268
"10841_3",0.5699191725500378
"8954_7",0.3160504334593525
"7392_1",0.5412378406629331
"10288_8",0.5699191725500378
"5343_4",0.32235344558286116
"4950_1",0.511794254587783
"9257_4",0.7385251241590973
"8689_3",0.15532581663484138
"4480_2",0.49426341220017816
"9286_10",0.5699191725500378
"12245_10",0.5699191725500378
"7529_7",0.5699191725500378
"4_4",0.49802369013213327
"5299_2",0.12922870382731821
"12077_8",0.5699191725500378
"10701_2",0.5699191725500378
"11579_1",0.010040118511327578
"10993_1",0.03523855130732948
"8913_1",0.5699191725500378
"1350_3",0.5699191725500378
"3804_2",0.5699191725500378
"5025_3",0.25588756482036534
"5170_8",0.5699191725500378
"8225_8",0.5699191725500378
"6427_7",0.5699191725500378
"3165_3",0.45260693107322775
"7902_9",0.5699191725500378
"8208_3",0.09251826070118031
"3577_8",0.5699191725500378
"4865_1",0.5061226918798873
"9063_3",0.5699191725500378
"1106_1",0.5699191725500378
"1117_9",0.9625112625595938
"1050_4",0.5699191725500378
"10755_9",0.3344113933958039
"2729_8",0.5699191725500378
"10072_10",0.5859337864932136
"2904_7",0.5699191725500378
"4584_2",0.5699191725500378
"189_4",0.511794254587783
"6302_4",0.12693268613532588
"8138_9",0.5699191725500378
"1262_1",0.5699191725500378
"2199_10",0.5699191725500378
"6551_7",0.5699191725500378
"8082_7",0.5699191725500378
"4897_8",0.3845464158258744
"7360_1",0.1731866704810123
"11012_10",0.5699191725500378
"12046_1",0.5699191725500378
"2331_2",0.3064086061973432
"8961_9",0.7438199545763453
"751_7",0.6011235481539267
"9884_10",0.5699191725500378
"10016_8",0.5699191725500378
"8023_10",0.5699191725500378
"2628_1",0.5699191725500378
"5832_1",0.36198850206550265
"7302_1",0.02199021072313531
"4501_3",0.22945027438206592
"1121_7",0.44741675442147916
"8334_3",0.5699191725500378
"9789_10",0.7449875048431928
"4230_10",0.9482434659783211
"824_4",0.5699191725500378
"6803_9",0.7492850010695106
"3086_7",0.706941380932367
"1135_8",0.5699191725500378
"10136_1",0.006843851633447454
"11129_3",0.5699191725500378
"2072_8",0.5699191725500378
"9501_7",0.5699191725500378
"319_10",0.5193138375101488
"1693_7",0.5699191725500378
"10886_1",0.5154849607350828
"9406_8",0.5699191725500378
"10376_10",0.5699191725500378
"9902_1",0.06066495370353512
"9938_8",0.32456930139564316
"7080_9",0.5699191725500378
"11944_8",0.7777345842986143
"5249_1",0.3998116374644356
"9599_2",0.429081699542205
"9620_1",0.641535780372837
"11244_1",0.6856956241741353
"6841_10",0.5699191725500378
"10050_4",0.5856526057234656
"10512_9",0.5699191725500378
"11327_3",0.14560087374892758
"10681_8",0.5699191725500378
"808_3",0.5699191725500378
"546_7",0.5699191725500378
"10765_1",0.19673495316857842
"7189_9",0.5104351804309564
"6005_9",0.5699191725500378
"11915_9",0.41047292497005555
"5740_10",0.534348311177411
"7097_10",0.28973668532079766
"9573_10",0.5699191725500378
"5084_4",0.5699191725500378
"12332_7",0.31637865687308014
"8154_1",0.14717968814425203
"5610_1",0.2284642539202875
"5323_9",0.5699191725500378
"11034_8",0.511794254587783
"3977_2",0.5699191725500378
"12380_7",0.36461464949212297
"1737_8",0.42599998763008506
"6030_9",0.37655066323770925
"5918_7",0.9097534512110225
"7061_9",0.41219174413095544
"266_8",0.3874047648728904
"1375_10",0.5699191725500378
"8648_3",0.5699191725500378
"10146_10",0.5699191725500378
"4578_10",0.778191048738362
"4685_8",0.9703572384453343
"11843_9",0.5412378406629331
"5467_10",0.5699191725500378
"10140_10",0.7777345842986143
"7721_8",0.9737817908412538
"11208_10",0.7917461782024161
"1063_10",0.5699191725500378
"8260_10",0.5699191725500378
"3182_9",0.5699191725500378
"2797_8",0.5699191725500378
"7613_2",0.7668410209051132
"11624_4",0.5659542605689123
"4847_10",0.9229910743237586
"10684_7",0.5699191725500378
"6312_1",0.5699191725500378
"4925_3",0.5699191725500378
"4125_1",0.00841613893362801
"2394_10",0.5699191725500378
"12105_10",0.5699191725500378
"7812_1",0.5699191725500378
"1061_8",0.5699191725500378
"9343_3",0.5023069043452122
"7696_10",0.5699191725500378
"9355_10",0.7638791581768154
"782_9",0.6027906307773231
"9882_10",0.5699191725500378
"10642_10",0.49572629866770396
"7410_2",0.5413727904909181
"9591_4",0.18587030617203348
"11902_3",0.02216600173698023
"3495_7",0.49192903782477837
"6733_1",0.5699191725500378
"4552_1",0.006389324861753221
"6722_1",0.5699191725500378
"188_10",0.48341327115585764
"5099_10",0.6223518326472971
"10313_1",0.5699191725500378
"6756_9",0.859265842879625
"6622_2",0.5699191725500378
"4807_10",0.6797115054922294
"7173_3",0.5839153417860153
"11321_8",0.5699191725500378
"7909_9",0.4623758672407711
"8012_7",0.15532581663484138
"8615_4",0.502724470415646
"8117_10",0.7144908845781078
"1892_10",0.8236644086979705
"4617_1",0.13942160992109234
