id,sentiment
"12311_10",0.5
"8348_2",0.5
"5828_4",0.5
"7186_2",0.7984745125255176
"12128_7",0.6756177239387667
"2913_8",0.5
"4396_1",0.7081768069196376
"395_2",0.4063580659691467
"10616_1",0.18330986721054662
"9074_9",0.5
"9252_3",0.5177317488620506
"9896_9",0.7866345138561343
"574_4",0.45779642034244766
"11182_8",0.5
"11656_4",0.2943058895697221
"2322_4",0.306085436617468
"8703_1",0.5
"7483_1",0.5860651501634304
"6007_10",0.5
"12424_4",0.16884034270965287
"4672_1",0.03339419450833548
"10841_3",0.5
"8954_7",0.31275488770353316
"7392_1",0.5291123619140767
"10288_8",0.5
"5343_4",0.4630734837856139
"4950_1",0.5177317488620506
"9257_4",0.7416004691514896
"8689_3",0.28905010568780415
"4480_2",0.535514222878791
"9286_10",0.5
"12245_10",0.5
"7529_7",0.5
"4_4",0.5073571540194645
"5299_2",0.20279119135106186
"12077_8",0.5
"10701_2",0.5
"11579_1",0.11979532211332525
"10993_1",0.08521514950248497
"8913_1",0.5
"1350_3",0.5
"3804_2",0.5
"5025_3",0.3821042018449943
"5170_8",0.5
"8225_8",0.5
"6427_7",0.5
"3165_3",0.4885574732216873
"7902_9",0.5
"8208_3",0.2065058520300128
"3577_8",0.5
"4865_1",0.5604132428358907
"9063_3",0.5
"1106_1",0.5
"1117_9",0.903757786883185
"1050_4",0.5
"10755_9",0.4137292906399798
"2729_8",0.5
"10072_10",0.5703306268506004
"2904_7",0.5
"4584_2",0.5
"189_4",0.5177317488620506
"6302_4",0.28783265182486073
"8138_9",0.5
"1262_1",0.5
"2199_10",0.5
"6551_7",0.5
"8082_7",0.5
"4897_8",0.47563201125519877
"7360_1",0.36351456238121993
"11012_10",0.5
"12046_1",0.5
"2331_2",0.28554230540696457
"8961_9",0.7602716899174693
"751_7",0.545796297186435
"9884_10",0.5
"10016_8",0.5
"8023_10",0.5
"2628_1",0.5
"5832_1",0.46574976180142874
"7302_1",0.17650137330618101
"4501_3",0.29169418722264573
"1121_7",0.5091986189011457
"8334_3",0.5
