id,sentiment
"12311_10",0.5493608622306233
"8348_2",0.5493608622306233
"5828_4",0.5493608622306233
"7186_2",0.7428418631794155
"12128_7",0.6071762982104357
"2913_8",0.5493608622306233
"4396_1",0.6536884498369148
"395_2",0.379593228906922
"10616_1",0.24738819778736665
"9074_9",0.5493608622306233
"9252_3",0.5175647554332989
"9896_9",0.7814870437698239
"574_4",0.45801001294830623
"11182_8",0.5493608622306233
"11656_4",0.2604764812395044
"2322_4",0.30385655810877876
"8703_1",0.5493608622306233
"7483_1",0.5170962083641014
"6007_10",0.5493608622306233
"12424_4",0.18517871617054615
"4672_1",0.0
"10841_3",0.5493608622306233
"8954_7",0.29620841374238105
"7392_1",0.47354294030529726
"10288_8",0.5493608622306233
"5343_4",0.42544597547146934
"4950_1",0.5175647554332989
"9257_4",0.7390093442261995
"8689_3",0.3190793155361289
"4480_2",0.49833259765384463
"9286_10",0.5493608622306233
"12245_10",0.5493608622306233
"7529_7",0.5493608622306233
"4_4",0.48625119416472196
"5299_2",0.17708370946951457
"12077_8",0.5493608622306233
"10701_2",0.5493608622306233
"11579_1",0.27014895240623915
"10993_1",0.09598229921922197
"8913_1",0.5493608622306233
"1350_3",0.5493608622306233
"3804_2",0.5493608622306233
"5025_3",0.3233592327518351
"5170_8",0.5493608622306233
"8225_8",0.5493608622306233
"6427_7",0.5493608622306233
"3165_3",0.45836745099325577
"7902_9",0.5493608622306233
"8208_3",0.2852213385465059
"3577_8",0.5493608622306233
"4865_1",0.5289258158976936
"9063_3",0.5493608622306233
"1106_1",0.5493608622306233
"1117_9",0.8927430103491909
"1050_4",0.5493608622306233
"10755_9",0.3839907522059104
"2729_8",0.5493608622306233
"10072_10",0.6525997425115113
"2904_7",0.5493608622306233
"4584_2",0.5493608622306233
"189_4",0.5175647554332989
"6302_4",0.24891526514653806
"8138_9",0.5493608622306233
"1262_1",0.5493608622306233
"2199_10",0.5493608622306233
"6551_7",0.5493608622306233
"8082_7",0.5493608622306233
"4897_8",0.4485137235244441
"7360_1",0.3467289995414571
"11012_10",0.5493608622306233
"12046_1",0.5493608622306233
"2331_2",0.3948911143402222
"8961_9",0.6810742087333002
"751_7",0.5207517382229262
"9884_10",0.5493608622306233
"10016_8",0.5493608622306233
"8023_10",0.5493608622306233
"2628_1",0.5493608622306233
"5832_1",0.3908621436881944
"7302_1",0.2965205276822914
"4501_3",0.31962929356063097
"1121_7",0.4622773305878886
"8334_3",0.5493608622306233
"9789_10",0.5796629462954661
"4230_10",0.9121061300985985
"824_4",0.5493608622306233
"6803_9",0.7054536294496487
"3086_7",0.6233454422534428
"1135_8",0.5493608622306233
"10136_1",0.045462015837397285
"11129_3",0.5493608622306233
"2072_8",0.5493608622306233
"9501_7",0.5493608622306233
"319_10",0.5284038301972056
"1693_7",0.5493608622306233
"10886_1",0.5162833546705387
"9406_8",0.5493608622306233
"10376_10",0.5493608622306233
"9902_1",0.41373981446372465
"9938_8",0.3387934226495175
"7080_9",0.5493608622306233
"11944_8",0.7712768451125469
"5249_1",0.4256725763277185
"9599_2",0.4281332606946048
"9620_1",0.5890603806479768
"11244_1",0.5950833408051169
"6841_10",0.5493608622306233
"10050_4",0.540894894975924
"10512_9",0.5493608622306233
"11327_3",0.1799288626848501
"10681_8",0.5493608622306233
"808_3",0.5493608622306233
"546_7",0.5493608622306233
"10765_1",0.34633480876498113
"7189_9",0.4819439401481588
"6005_9",0.5493608622306233
"11915_9",0.4239991804317712
"5740_10",0.5231828875539647
"7097_10",0.44148787108724785
"9573_10",0.5493608622306233
"5084_4",0.5493608622306233
"12332_7",0.37738552120395263
"8154_1",0.26616444333689737
"5610_1",0.3147625158071973
"5323_9",0.5493608622306233
"11034_8",0.5175647554332989
"3977_2",0.5493608622306233
"12380_7",0.42766379218397144
"1737_8",0.4893327157136468
"6030_9",0.42495827552659726
"5918_7",0.7635181994741361
"7061_9",0.42759976212224393
"266_8",0.379593228906922
"1375_10",0.5493608622306233
"8648_3",0.5493608622306233
"10146_10",0.5493608622306233
"4578_10",0.659065151959833
"4685_8",0.8961817139342388
"11843_9",0.47354294030529726
"5467_10",0.5493608622306233
"10140_10",0.7712768451125469
